src_lang,dest_lang,latent_lang,avg,sem95_error
en,zh,,0.7490234375,0.047637939453125
en,fr,,0.87353515625,0.028289794921875
en,es,,0.890625,0.023834228515625
en,de,,0.830078125,0.037933349609375
en,ru,,0.89306640625,0.0272979736328125
zh,en,,0.765625,0.035614013671875
zh,fr,,0.708984375,0.041229248046875
zh,es,,0.71875,0.035980224609375
zh,de,,0.73486328125,0.04248046875
zh,ru,,0.7763671875,0.03533935546875
fr,en,,0.9189453125,0.019561767578125
fr,zh,,0.7177734375,0.052215576171875
fr,es,,0.8955078125,0.02703857421875
fr,de,,0.82373046875,0.04278564453125
fr,ru,,0.896484375,0.03009033203125
es,en,,0.880859375,0.037384033203125
es,zh,,0.705078125,0.056640625
es,fr,,0.81689453125,0.047027587890625
es,de,,0.8134765625,0.0386962890625
es,ru,,0.84912109375,0.040008544921875
de,en,,0.78759765625,0.035430908203125
de,zh,,0.73291015625,0.048370361328125
de,fr,,0.77685546875,0.03863525390625
de,es,,0.76611328125,0.033294677734375
de,ru,,0.80615234375,0.037933349609375
ru,en,,0.8720703125,0.037750244140625
ru,zh,,0.734375,0.052154541015625
ru,fr,,0.810546875,0.041351318359375
ru,es,,0.849609375,0.0279998779296875
ru,de,,0.8212890625,0.040771484375
