src_lang,dest_lang,latent_lang,avg,sem95_error
zh,fr,en,0.274658203125,0.056884765625
zh,es,en,0.286376953125,0.05078125
zh,de,en,0.363525390625,0.04754638671875
zh,ru,en,0.2449951171875,0.042877197265625
fr,zh,en,0.332275390625,0.049774169921875
fr,es,en,0.444091796875,0.0634765625
fr,de,en,0.39013671875,0.056060791015625
fr,ru,en,0.3125,0.0487060546875
es,zh,en,0.297119140625,0.048828125
es,fr,en,0.437255859375,0.06793212890625
es,de,en,0.376220703125,0.05487060546875
es,ru,en,0.302978515625,0.05072021484375
de,zh,en,0.289794921875,0.043792724609375
de,fr,en,0.306884765625,0.0562744140625
de,es,en,0.313232421875,0.048126220703125
de,ru,en,0.2259521484375,0.034912109375
ru,zh,en,0.33740234375,0.05548095703125
ru,fr,en,0.384765625,0.06451416015625
ru,es,en,0.408203125,0.06182861328125
ru,de,en,0.43408203125,0.061309814453125
en,fr,zh,0.85400390625,0.039703369140625
en,es,zh,0.875,0.0374755859375
en,de,zh,0.787109375,0.046234130859375
en,ru,zh,0.78515625,0.05010986328125
fr,en,zh,0.8369140625,0.03271484375
fr,es,zh,0.8642578125,0.037933349609375
fr,de,zh,0.75439453125,0.047576904296875
fr,ru,zh,0.7177734375,0.052032470703125
es,en,zh,0.841796875,0.03533935546875
es,fr,zh,0.8349609375,0.05084228515625
es,de,zh,0.73583984375,0.046295166015625
es,ru,zh,0.71923828125,0.053558349609375
de,en,zh,0.75439453125,0.040374755859375
de,fr,zh,0.75830078125,0.0487060546875
de,es,zh,0.7529296875,0.040496826171875
de,ru,zh,0.654296875,0.049957275390625
ru,en,zh,0.79833984375,0.041595458984375
ru,fr,zh,0.82763671875,0.048797607421875
ru,es,zh,0.8544921875,0.044830322265625
ru,de,zh,0.79931640625,0.041748046875
en,zh,fr,0.75830078125,0.05059814453125
en,es,fr,0.72412109375,0.061614990234375
en,de,fr,0.71142578125,0.06109619140625
en,ru,fr,0.7509765625,0.05865478515625
zh,en,fr,0.62451171875,0.06268310546875
zh,es,fr,0.5888671875,0.0611572265625
zh,de,fr,0.6005859375,0.05548095703125
zh,ru,fr,0.59130859375,0.0648193359375
es,en,fr,0.70849609375,0.06768798828125
es,zh,fr,0.7333984375,0.058349609375
es,de,fr,0.671875,0.058929443359375
es,ru,fr,0.693359375,0.06219482421875
de,en,fr,0.58642578125,0.064208984375
de,zh,fr,0.71240234375,0.056854248046875
de,es,fr,0.56640625,0.05755615234375
de,ru,fr,0.62548828125,0.059173583984375
ru,en,fr,0.67822265625,0.07244873046875
ru,zh,fr,0.775390625,0.05401611328125
ru,es,fr,0.7041015625,0.06597900390625
ru,de,fr,0.71728515625,0.060699462890625
en,zh,es,0.7880859375,0.044158935546875
en,fr,es,0.70703125,0.06463623046875
en,de,es,0.7783203125,0.04998779296875
en,ru,es,0.7744140625,0.051361083984375
zh,en,es,0.6923828125,0.055908203125
zh,fr,es,0.5869140625,0.06341552734375
zh,de,es,0.65185546875,0.053558349609375
zh,ru,es,0.60107421875,0.060394287109375
fr,en,es,0.74169921875,0.053619384765625
fr,zh,es,0.779296875,0.045135498046875
fr,de,es,0.74267578125,0.05029296875
fr,ru,es,0.7080078125,0.05364990234375
de,en,es,0.6337890625,0.0577392578125
de,zh,es,0.73974609375,0.0489501953125
de,fr,es,0.587890625,0.06231689453125
de,ru,es,0.6376953125,0.054351806640625
ru,en,es,0.7265625,0.059661865234375
ru,zh,es,0.7919921875,0.051239013671875
ru,fr,es,0.67626953125,0.0667724609375
ru,de,es,0.7861328125,0.046905517578125
en,zh,de,0.80419921875,0.044403076171875
en,fr,de,0.79931640625,0.0531005859375
en,es,de,0.82958984375,0.047393798828125
en,ru,de,0.78466796875,0.053192138671875
zh,en,de,0.7197265625,0.05194091796875
zh,fr,de,0.66015625,0.05938720703125
zh,es,de,0.68017578125,0.057373046875
zh,ru,de,0.630859375,0.06195068359375
fr,en,de,0.80517578125,0.046844482421875
fr,zh,de,0.7958984375,0.046173095703125
fr,es,de,0.82373046875,0.04473876953125
fr,ru,de,0.7255859375,0.054656982421875
es,en,de,0.80810546875,0.04925537109375
es,zh,de,0.77197265625,0.051513671875
es,fr,de,0.7734375,0.059661865234375
es,ru,de,0.72119140625,0.05767822265625
ru,en,de,0.80419921875,0.052398681640625
ru,zh,de,0.81640625,0.046600341796875
ru,fr,de,0.7822265625,0.0577392578125
ru,es,de,0.82373046875,0.05194091796875
en,zh,ru,0.75048828125,0.03973388671875
en,fr,ru,0.849609375,0.04119873046875
en,es,ru,0.8759765625,0.038726806640625
en,de,ru,0.7890625,0.049468994140625
zh,en,ru,0.759765625,0.04132080078125
zh,fr,ru,0.73388671875,0.05401611328125
zh,es,ru,0.73583984375,0.047821044921875
zh,de,ru,0.65234375,0.0555419921875
fr,en,ru,0.8359375,0.0352783203125
fr,zh,ru,0.734375,0.03936767578125
fr,es,ru,0.8671875,0.037994384765625
fr,de,ru,0.7529296875,0.053558349609375
es,en,ru,0.84130859375,0.036163330078125
es,zh,ru,0.7099609375,0.045867919921875
es,fr,ru,0.83837890625,0.050567626953125
es,de,ru,0.7392578125,0.0516357421875
de,en,ru,0.751953125,0.039215087890625
de,zh,ru,0.7158203125,0.0452880859375
de,fr,ru,0.7548828125,0.049102783203125
de,es,ru,0.744140625,0.044769287109375
