src_lang,dest_lang,latent_lang,avg,sem95_error
zh,fr,en,0.0093536376953125,0.00820159912109375
zh,es,en,0.01236724853515625,0.021209716796875
zh,de,en,0.031219482421875,0.0250701904296875
zh,ru,en,0.048004150390625,0.02813720703125
fr,zh,en,1.3470649719238281e-05,2.396106719970703e-05
fr,es,en,0.0297698974609375,0.0288848876953125
fr,de,en,0.0166015625,0.01247406005859375
fr,ru,en,0.11065673828125,0.046966552734375
es,zh,en,0.0002865791320800781,0.0005564689636230469
es,fr,en,0.1539306640625,0.052276611328125
es,de,en,0.106689453125,0.047821044921875
es,ru,en,0.158935546875,0.054443359375
de,zh,en,0.00015461444854736328,0.000301361083984375
de,fr,en,0.0655517578125,0.03338623046875
de,es,en,0.045013427734375,0.03778076171875
de,ru,en,0.131103515625,0.05084228515625
ru,zh,en,0.0008530616760253906,0.0016660690307617188
ru,fr,en,0.180419921875,0.055633544921875
ru,es,en,0.08209228515625,0.04730224609375
ru,de,en,0.09478759765625,0.04693603515625
en,fr,zh,0.58251953125,0.0772705078125
en,es,zh,0.5263671875,0.082763671875
en,de,zh,0.49951171875,0.0789794921875
en,ru,zh,0.57080078125,0.07366943359375
fr,en,zh,0.0010814666748046875,0.0001671314239501953
fr,es,zh,0.319091796875,0.0814208984375
fr,de,zh,0.11285400390625,0.049041748046875
fr,ru,zh,0.421875,0.0755615234375
es,en,zh,0.0007634162902832031,0.00017917156219482422
es,fr,zh,0.6533203125,0.071533203125
es,de,zh,0.50341796875,0.08282470703125
es,ru,zh,0.47607421875,0.07598876953125
de,en,zh,0.0009708404541015625,0.00034737586975097656
de,fr,zh,0.52734375,0.07598876953125
de,es,zh,0.348876953125,0.08172607421875
de,ru,zh,0.42919921875,0.0736083984375
ru,en,zh,0.0012540817260742188,0.0006732940673828125
ru,fr,zh,0.544921875,0.08087158203125
ru,es,zh,0.53662109375,0.0836181640625
ru,de,zh,0.458740234375,0.07879638671875
en,zh,fr,1.7523765563964844e-05,3.2782554626464844e-05
en,es,fr,0.2294921875,0.07476806640625
en,de,fr,0.28759765625,0.07574462890625
en,ru,fr,0.413330078125,0.0731201171875
zh,en,fr,0.003910064697265625,0.00522613525390625
zh,es,fr,0.05487060546875,0.039520263671875
zh,de,fr,0.101318359375,0.046783447265625
zh,ru,fr,0.128173828125,0.048797607421875
es,en,fr,0.0010747909545898438,0.0003192424774169922
es,zh,fr,8.702278137207031e-06,1.5795230865478516e-05
es,de,fr,0.27490234375,0.07635498046875
es,ru,fr,0.343017578125,0.072265625
de,en,fr,0.00133514404296875,0.0006895065307617188
